character_wise,76,lstm,Adam,False,64,1,0,0,0.01,11,0.48,{'3x^2 - y^3 = C': 'y = C _ { 2 } \\ m a t h r m { e } ^ { - x } + C _ ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,False,64,4,0,0,0.001,24,0.48,{'3x^2 - y^3 = C': 'y = x ) = C _ { 1 } \\ ,,, \\ , \\ , \\ , \\ ', 'y(x)=x\tan^{-1}(c_{1}+\\log(x))': 'y = x ) = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', 'y(x)=c_{1}\\,e^{x}-{\x0crac{e^{x}}{x}}': 'y = x ) = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', 'x=y^{2}(\\ln y + C)': 'y = x ) = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', '(x-1)^{4/3}+y^{4/3}=C': 'y = x ) = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', '4y=(x+C)^{2}': 'y = x ) = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', 'y(x)=-{\\sqrt{x}}\\;{\\sqrt{c_{1}+2x^{2}}}': 'y = x ) = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', 'y(x)={\x0crac{\\sqrt{x}\\;{\\sqrt{c_{1}\\,x^{3}-2}}}{\\sqrt{3}}}': 'y = x ) = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', 'y(x)=c_{1}\\;e^{-(5x)/2}+c_{2}\\;e^{x}-2': 'C _ { 1 } e ^ { - 1 x } + C _ { 2 } e ^ { - 1 x } ', 'y(x)=c_{1}\\;e^{-2x}+c_{2}\\;e^{4x}-{\x0crac{x^{2}}{8}}+{\x0crac{x}{16}}-{\x0crac{27}{64}}': 'y = x ) = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', '{\\sqrt{{1+x^{2}+y^{2}}}}+\x07rctan{\x0crac{x}{y}}=C': 'y = x ) = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', 'x^{2}y+{\x0crac{1}{y}}=C': 'y = x ) = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ ," \\ '}"";4.385461449623108;0.4583483586708705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,False,64,4,128,0,0.01,21,0.48,{'3x^2 - y^3 = C': 'y = C _ { 1 } \\ ,,, 'y=x\x07rcsin(C x)': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=x\tan^{-1}(c_{1}+\\log(x))': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=c_{1}\\,e^{x}-{\x0crac{e^{x}}{x}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'x=y^{2}(\\ln y + C)': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', '(x-1)^{4/3}+y^{4/3}=C': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', '4y=(x+C)^{2}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=-{\\sqrt{x}}\\;{\\sqrt{c_{1}+2x^{2}}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)={\x0crac{\\sqrt{x}\\;{\\sqrt{c_{1}\\,x^{3}-2}}}{\\sqrt{3}}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=c_{1}\\;e^{-(5x)/2}+c_{2}\\;e^{x}-2': 'C _ { 1 } e ^ { - 1 x } + C _ { 2 } e ^ { - 1 x } ', 'y(x)=c_{1}\\;e^{-2x}+c_{2}\\;e^{4x}-{\x0crac{x^{2}}{8}}+{\x0crac{x}{16}}-{\x0crac{27}{64}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', '{\\sqrt{{1+x^{2}+y^{2}}}}+\x07rctan{\x0crac{x}{y}}=C': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'x^{2}y+{\x0crac{1}{y}}=C': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ," '}"";4.511824369430542;0.45134311566750207",,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,False,64,4,0,0.25,0.01,23,0.48,{'3x^2 - y^3 = C': 'y = C _ { 1 } \\ ,,, 'y=x\x07rcsin(C x)': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=x\tan^{-1}(c_{1}+\\log(x))': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=c_{1}\\,e^{x}-{\x0crac{e^{x}}{x}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'x=y^{2}(\\ln y + C)': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', '(x-1)^{4/3}+y^{4/3}=C': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', '4y=(x+C)^{2}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=-{\\sqrt{x}}\\;{\\sqrt{c_{1}+2x^{2}}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)={\x0crac{\\sqrt{x}\\;{\\sqrt{c_{1}\\,x^{3}-2}}}{\\sqrt{3}}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=c_{1}\\;e^{-(5x)/2}+c_{2}\\;e^{x}-2': 'C _ { 1 } e ^ { - 1 0 x } + C _ { 2 } e ^ { - 1 0 ', 'y(x)=c_{1}\\;e^{-2x}+c_{2}\\;e^{4x}-{\x0crac{x^{2}}{8}}+{\x0crac{x}{16}}-{\x0crac{27}{64}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', '{\\sqrt{{1+x^{2}+y^{2}}}}+\x07rctan{\x0crac{x}{y}}=C': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'x^{2}y+{\x0crac{1}{y}}=C': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ," '}"";7.662542700767517;0.44784065733353295",,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,2,0,0.25,0.0001,18,0.48,{'3x^2 - y^3 = C': 'y = C _ { 1 } \\ ,,, x ^ { 2 } + C _ { 2 } \\ , x ^ { ', '4y=(x+C)^{2}': 'y = C _ { 1 } \\ , x ^ { 2 } + C _ { 2 } \\ , x ^ { ', 'y(x)=-{\\sqrt{x}}\\;{\\sqrt{c_{1}+2x^{2}}}': 'y = C _ { 1 } \\ , x ^ { 2 } + C _ { 2 } \\ , x ^ { ', 'y(x)={\x0crac{\\sqrt{x}\\;{\\sqrt{c_{1}\\,x^{3}-2}}}{\\sqrt{3}}}': 'y = C _ { 1 } \\ , x ^ { 2 } + C _ { 2 } \\ , x ^ { ', 'y(x)=c_{1}\\;e^{-(5x)/2}+c_{2}\\;e^{x}-2': 'C _ { 1 } e ^ { - 1 0 x } + C _ { 2 } e ^ { - 1 0 ', 'y(x)=c_{1}\\;e^{-2x}+c_{2}\\;e^{4x}-{\x0crac{x^{2}}{8}}+{\x0crac{x}{16}}-{\x0crac{27}{64}}': 'y = C _ { 1 } \\ , x ^ { 2 } + C _ { 2 } \\ , x ^ { ', '{\\sqrt{{1+x^{2}+y^{2}}}}+\x07rctan{\x0crac{x}{y}}=C': 'y = C _ { 1 } \\ , x ^ { 2 } + C _ { 2 } \\ , x ^ { ', 'x^{2}y+{\x0crac{1}{y}}=C': 'y = C _ { 1 } \\ , x ^ { 2 } + C _ { 2 } \\ ," x ^ { '}"";7.861904323101044;0.4439506580432256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,2,128,0.25,0.001,12,0.48,{'3x^2 - y^3 = C': 'y = C _ { 1 } \\ m a t h r m { e } ^ { - x } + C _ ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,2,0,0.25,0.001,10,0.48,{'3x^2 - y^3 = C': 'y = C _ { 1 } \\ m a t h r m { e } ^ { - x } + C _ ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,2,0,0.25,0.001,11,0.48,{'3x^2 - y^3 = C': 'y = C _ { 1 } \\ ,,, + C _ { 2 } \\ , x ^ { 2 } + C _ ', '4y=(x+C)^{2}': 'y = C _ { 1 } \\ , + C _ { 2 } \\ , x ^ { 2 } + C _ ', 'y(x)=-{\\sqrt{x}}\\;{\\sqrt{c_{1}+2x^{2}}}': 'y = C _ { 1 } \\ , + C _ { 2 } \\ , x ^ { 2 } + C _ ', 'y(x)={\x0crac{\\sqrt{x}\\;{\\sqrt{c_{1}\\,x^{3}-2}}}{\\sqrt{3}}}': 'y = C _ { 1 } \\ , + C _ { 2 } \\ , x ^ { 2 } + C _ ', 'y(x)=c_{1}\\;e^{-(5x)/2}+c_{2}\\;e^{x}-2': 'C _ { 1 } e ^ { - 1 0 x } + C _ { 2 } e ^ { - 1 0 ', 'y(x)=c_{1}\\;e^{-2x}+c_{2}\\;e^{4x}-{\x0crac{x^{2}}{8}}+{\x0crac{x}{16}}-{\x0crac{27}{64}}': 'y = C _ { 1 } \\ , + C _ { 2 } \\ , x ^ { 2 } + C _ ', '{\\sqrt{{1+x^{2}+y^{2}}}}+\x07rctan{\x0crac{x}{y}}=C': 'y = C _ { 1 } \\ , + C _ { 2 } \\ , x ^ { 2 } + C _ ', 'x^{2}y+{\x0crac{1}{y}}=C': 'y = C _ { 1 } \\ , + C _ { 2 } \\ ," x ^ { 2 } + C _ '}"";8.083828210830688;0.4341025655468305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,2,0,0.25,0.001,13,0.48,{'3x^2 - y^3 = C': 'y = C _ { 1 } \\ m a t h r m { e } ^ { - x } + C _ ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,2,0,0.25,0.001,17,0.48,{'3x^2 - y^3 = C': 'y = C _ { 1 } \\ m a t h r m { e } ^ { - x } + C _ ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,2,128,0.25,0.01,12,0.48,{'3x^2 - y^3 = C': 'y = C _ { 1 } \\ m a t h r m { e } ^ { - x } + C _ ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,2,128,0,0.01,13,0.48,{'3x^2 - y^3 = C': 'y = C _ { 1 } \\ ,,, x ^ { 2 } + C _ { 2 } \\ , x ^ { ', '4y=(x+C)^{2}': 'y = C _ { 1 } \\ , x ^ { 2 } + C _ { 2 } \\ , x ^ { ', 'y(x)=-{\\sqrt{x}}\\;{\\sqrt{c_{1}+2x^{2}}}': 'y = C _ { 1 } \\ , x ^ { 2 } + C _ { 2 } \\ , x ^ { ', 'y(x)={\x0crac{\\sqrt{x}\\;{\\sqrt{c_{1}\\,x^{3}-2}}}{\\sqrt{3}}}': 'y = C _ { 1 } \\ , x ^ { 2 } + C _ { 2 } \\ , x ^ { ', 'y(x)=c_{1}\\;e^{-(5x)/2}+c_{2}\\;e^{x}-2': 'C _ { 1 } e ^ { - 1 0 x } + C _ { 2 } e ^ { - 1 0 ', 'y(x)=c_{1}\\;e^{-2x}+c_{2}\\;e^{4x}-{\x0crac{x^{2}}{8}}+{\x0crac{x}{16}}-{\x0crac{27}{64}}': 'y = C _ { 1 } \\ , x ^ { 2 } + C _ { 2 } \\ , x ^ { ', '{\\sqrt{{1+x^{2}+y^{2}}}}+\x07rctan{\x0crac{x}{y}}=C': 'y = C _ { 1 } \\ , x ^ { 2 } + C _ { 2 } \\ , x ^ { ', 'x^{2}y+{\x0crac{1}{y}}=C': 'y = C _ { 1 } \\ , x ^ { 2 } + C _ { 2 } \\ ," x ^ { '}"";8.321552872657776;0.4298017680644989",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,2,0,0,0.01,7,0.48,{'3x^2 - y^3 = C': 'y = C _ { 1 } \\ m a t h r m { e } ^ { - x } + C _ ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,1,128,0,0.0001,16,0.48,{'3x^2 - y^3 = C': 'y = C _ { 1 } \\ ,,, 'y=x\x07rcsin(C x)': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=x\tan^{-1}(c_{1}+\\log(x))': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=c_{1}\\,e^{x}-{\x0crac{e^{x}}{x}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'x=y^{2}(\\ln y + C)': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', '(x-1)^{4/3}+y^{4/3}=C': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', '4y=(x+C)^{2}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=-{\\sqrt{x}}\\;{\\sqrt{c_{1}+2x^{2}}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)={\x0crac{\\sqrt{x}\\;{\\sqrt{c_{1}\\,x^{3}-2}}}{\\sqrt{3}}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'y(x)=c_{1}\\;e^{-(5x)/2}+c_{2}\\;e^{x}-2': 'C _ { 1 } e ^ { - 1 0 x } + C _ { 2 } e ^ { - 1 0 ', 'y(x)=c_{1}\\;e^{-2x}+c_{2}\\;e^{4x}-{\x0crac{x^{2}}{8}}+{\x0crac{x}{16}}-{\x0crac{27}{64}}': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', '{\\sqrt{{1+x^{2}+y^{2}}}}+\x07rctan{\x0crac{x}{y}}=C': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , ', 'x^{2}y+{\x0crac{1}{y}}=C': 'y = C _ { 1 } \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ," '}"";8.320255041122437;0.4280405561129252",,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,1,0,0.25,0.0001,8,0.48,{'3x^2 - y^3 = C': 'y = C _ { 1 } \\ ,,, + C _ { 2 } \\ , x ^ { 2 } + C _ ', '4y=(x+C)^{2}': 'y = C _ { 1 } \\ , + C _ { 2 } \\ , x ^ { 2 } + C _ ', 'y(x)=-{\\sqrt{x}}\\;{\\sqrt{c_{1}+2x^{2}}}': 'y = C _ { 1 } \\ , + C _ { 2 } \\ , x ^ { 2 } + C _ ', 'y(x)={\x0crac{\\sqrt{x}\\;{\\sqrt{c_{1}\\,x^{3}-2}}}{\\sqrt{3}}}': 'y = C _ { 1 } \\ , + C _ { 2 } \\ , x ^ { 2 } + C _ ', 'y(x)=c_{1}\\;e^{-(5x)/2}+c_{2}\\;e^{x}-2': 'C _ { 1 } e ^ { - 1 x } + C _ { 2 } e ^ { - 1 x } ', 'y(x)=c_{1}\\;e^{-2x}+c_{2}\\;e^{4x}-{\x0crac{x^{2}}{8}}+{\x0crac{x}{16}}-{\x0crac{27}{64}}': 'y = C _ { 1 } \\ , + C _ { 2 } \\ , x ^ { 2 } + C _ ', '{\\sqrt{{1+x^{2}+y^{2}}}}+\x07rctan{\x0crac{x}{y}}=C': 'y = C _ { 1 } \\ , + C _ { 2 } \\ , x ^ { 2 } + C _ ', 'x^{2}y+{\x0crac{1}{y}}=C': 'y = C _ { 1 } \\ , + C _ { 2 } \\ ," x ^ { 2 } + C _ '}"";5.187947332859039;0.4276065811514854",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,1,0,0.25,0.0001,17,0.48,{'3x^2 - y^3 = C': 'y = C _ { 1 } \\ ,,, ', 'x=y^{2}(\\ln y + C)': 'y = C _ { 1 } \\ , + C _ { 2 } \\ , + C _ { 2 } \\ , ', '(x-1)^{4/3}+y^{4/3}=C': 'y = C _ { 1 } \\ , + C _ { 2 } \\ , x ^ { 2 } + C _ ', '4y=(x+C)^{2}': 'y = C _ { 1 } \\ , + C _ { 2 } \\ , + C _ { 2 } \\ , ', 'y(x)=-{\\sqrt{x}}\\;{\\sqrt{c_{1}+2x^{2}}}': 'y = C _ { 1 } \\ , + C _ { 2 } \\ , + C _ { 2 } \\ , ', 'y(x)={\x0crac{\\sqrt{x}\\;{\\sqrt{c_{1}\\,x^{3}-2}}}{\\sqrt{3}}}': 'y = C _ { 1 } \\ , + C _ { 2 } \\ , + C _ { 2 } \\ , ', 'y(x)=c_{1}\\;e^{-(5x)/2}+c_{2}\\;e^{x}-2': 'C _ { 1 } e ^ { - 1 0 x } + C _ { 2 } e ^ { - 1 0 ', 'y(x)=c_{1}\\;e^{-2x}+c_{2}\\;e^{4x}-{\x0crac{x^{2}}{8}}+{\x0crac{x}{16}}-{\x0crac{27}{64}}': 'y = C _ { 1 } \\ , + C _ { 2 } \\ , x ^ { 2 } + C _ ', '{\\sqrt{{1+x^{2}+y^{2}}}}+\x07rctan{\x0crac{x}{y}}=C': 'y = C _ { 1 } \\ , + C _ { 2 } \\ , + C _ { 2 } \\ , ', 'x^{2}y+{\x0crac{1}{y}}=C': 'y = C _ { 1 } \\ , + C _ { 2 } \\ , + C _ { 2 } \\ ," '}"";8.556552171707153;0.42661556402842205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,1,128,0.25,0.001,7,0.48,{'3x^2 - y^3 = C': 'C _ { 1 } e ^ } { { { { { { { { { { { { { } } } } ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,1,128,0.25,0.001,12,0.48,{'3x^2 - y^3 = C': 'C _ { } e ^ { } } } { { { { { { { { { { { { } } } ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,1,0,0.25,0.001,16,0.48,{'3x^2 - y^3 = C': 'y = { { { { { } } } } } } } } } } } } } } } } } } ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,1,128,0.25,0.01,7,0.48,{'3x^2 - y^3 = C': 'y = \\ { { } } } } } } } } } } } } } } } } } } } } ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,1,128,0,0.01,25,0.48,{'3x^2 - y^3 = C': 'y = C _ { { } } } } } } } } } } } } } } } } } } } ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,1,0,0,0.01,11,0.48,{'3x^2 - y^3 = C': 'y = C _ { \\ m a { { \\ m m { { \\ m m { { \\ m m { { ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,1,0,0,0.01,19,0.48,{'3x^2 - y^3 = C': 'y = C _ { { } } } } } } } } } } } } } } } } } } } ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,4,128,0.25,0.0001,18,0.48,{'3x^2 - y^3 = C': 'y = C _ { 2 } } } } } } } } } } } } } } } } } } } ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,4,128,0.25,0.0001,25,0.48,{'3x^2 - y^3 = C': 'y = C _ { 1 } \\ s x } \\ s x } { \\ f r t { 2 } \\ s ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
character_wise,76,lstm,Adam,True,256,4,128,0,0.0001,17,0.48,{'3x^2 - y^3 = C': 'y = x = \\ ,,, \\ , \\ ', 'y=x\x07rcsin(C x)': 'y = x = \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', 'y(x)=x\tan^{-1}(c_{1}+\\log(x))': 'y = \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', 'y(x)=c_{1}\\,e^{x}-{\x0crac{e^{x}}{x}}': 'y = x = \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', 'x=y^{2}(\\ln y + C)': 'y = x = \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', '(x-1)^{4/3}+y^{4/3}=C': 'y = x = \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', '4y=(x+C)^{2}': 'y = \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', 'y(x)=-{\\sqrt{x}}\\;{\\sqrt{c_{1}+2x^{2}}}': 'y = x = \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', 'y(x)={\x0crac{\\sqrt{x}\\;{\\sqrt{c_{1}\\,x^{3}-2}}}{\\sqrt{3}}}': 'y = x = \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', 'y(x)=c_{1}\\;e^{-(5x)/2}+c_{2}\\;e^{x}-2': 'C _ { 1 } e ^ { - 1 x } + C _ { 2 } e ^ { - 1 x } ', 'y(x)=c_{1}\\;e^{-2x}+c_{2}\\;e^{4x}-{\x0crac{x^{2}}{8}}+{\x0crac{x}{16}}-{\x0crac{27}{64}}': 'y = \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', '{\\sqrt{{1+x^{2}+y^{2}}}}+\x07rctan{\x0crac{x}{y}}=C': 'y = x = \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ', 'x^{2}y+{\x0crac{1}{y}}=C': 'y = x = \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ , \\ ," \\ '}"";3.8366584181785583;0.5852782145142555",,,,,,,,,,
